time,t0,dt0,month,lon,lat,inversion_strength,inversion_height,low_level_stability,t_850hpa,rh_sub_850,surf_wind_velocity,wind_shear,dt_,temp_2m,down_long_hemisp,up_long_hemisp,lat_tower,lon_tower,rlns
2019-10-31 22:55:09.757000+00:00,-24.48323,2019-10-31 22:55:09.757000+00:00,10,123.10980816436916,85.79471716557339,7.7193146,677.76874,3.039383,-21.432983,0.17224872,3.089488,3.7997947,2019-10-31 22:55:09.757,-24.06967091666667,188.61903166405995,216.36311509270985,85.79469082361112,123.03327930199998,-27.7440834286499
2019-11-01 04:56:50.315000+00:00,-18.683792,2019-11-01 04:56:50.315000+00:00,11,122.96902408617547,85.80840026613836,3.8615875,414.93872,-4.9544983,-23.888641,0.16184264,1.8469436,3.2942026,2019-11-01 04:56:50.315,-18.98070705,229.99843306457515,238.340022991333,85.80820195222222,122.89434815,-8.341589926757848
2019-11-01 16:51:40.040000+00:00,-18.477798,2019-11-01 16:51:40.040000+00:00,11,122.77198511309635,85.83125637162246,1.8331451,539.5403,-6.124939,-24.602737,0.18425897,5.2018776,-2.693986,2019-11-01 16:51:40.040,-18.820800716666664,228.19607122178394,239.12069738053643,85.83099551083333,122.70010949166667,-10.924626158752488
2019-11-01 22:53:41.759000+00:00,-18.432388,2019-11-01 22:53:41.759000+00:00,11,122.68344894872027,85.83808094602503,0.89271545,519.6926,-6.787262,-25.21965,0.20571484,1.4184543,4.227781,2019-11-01 22:53:41.759,-18.781017233333333,226.1923222872162,239.25585409690856,85.83776353083333,122.61124119000002,-13.063531809692364
2019-11-02 04:55:30.108000+00:00,-19.437454,2019-11-02 04:55:30.108000+00:00,11,122.59866823154827,85.84877787966315,0.6433258,6.0154457,-3.6569672,-23.294617,0.17705315,1.4769948,3.1975253,2019-11-02 04:55:30.108,-20.1873394,211.4980459582011,232.46379440180462,85.84862324583334,122.52439998194443,-20.96574844360353
2019-11-02 10:54:19.479000+00:00,-24.430397,2019-11-02 10:54:19.479000+00:00,11,122.45747495074288,85.85582132418087,5.361412,615.3215,3.4651947,-21.07611,0.1862778,4.1244593,-0.028774261,2019-11-02 10:54:19.479,-24.841104633333334,155.7129830984497,208.5911136721802,85.85543669722222,122.3850926563889,-52.87813057373049
2019-11-02 22:54:22.874000+00:00,-20.97667,2019-11-02 22:54:22.874000+00:00,11,122.05709895276152,85.87765877543421,3.3077087,626.84906,1.3643951,-19.612274,0.15260206,3.4698918,3.133454,2019-11-02 22:54:22.874,-20.933705183333334,225.01811787253064,232.13337922781625,85.87731027833333,121.98429916527778,-7.115261355285611
2019-11-03 17:04:07.168000+00:00,-17.237793,2019-11-03 17:04:07.168000+00:00,11,120.92428974131026,85.91708972053644,0.0,-7.0180407,-4.4157104,-21.653503,0.13179702,7.310021,5.4825416,2019-11-03 17:04:07.168,-18.433554199999996,231.93254823505399,239.92108786121366,85.91672743083333,120.8510570075,-7.988539626159678
2019-11-04 05:00:24.477000+00:00,-17.29509,2019-11-04 05:00:24.477000+00:00,11,120.18896645898025,85.94030887272407,2.3107147,280.00732,-1.3854218,-18.680511,0.23587732,6.2850037,-0.031693935,2019-11-04 05:00:24.477,-17.34698153333333,185.561029613177,238.26772677961986,85.93985316444443,120.1116296496111,-52.706697166442865
2019-11-04 22:54:52.268000+00:00,-24.107605,2019-11-04 22:54:52.268000+00:00,11,119.13370931150008,85.95317759958174,5.8444977,1229.8245,5.235504,-18.8721,0.25554192,6.677275,-6.553482,2019-11-04 22:54:52.268,-25.453984916666663,165.35749037175495,208.86712029485065,85.9525671188889,119.05960912516666,-43.5096299230957
